Hotel_Name,Hotel_Rating,City,Hotel_Price,Feature
"Rahi Tourist Bungalow, Varanasi",3.9,varanasi,1082.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
"Hotel Surya, Kaiser Palace",4.2,varanasi,4212.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar"
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,varanasi,4627.0,"Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service"
Hotel Costa River,4.0,varanasi,3020.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Green Villa Kashi,3.1,varanasi,1313.0,"Sleeps 2,1 bedroom,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center"
BlueBells Varanasi,3.3,varanasi,2700.0,"Sleeps 11,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center"
Hotel Ganges Grand - Varanasi,4.0,varanasi,5914.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Le Lotus Grand,4.2,varanasi,2889.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center"
Family Guest House,4.5,varanasi,725.0,"1-star hotel,Breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,Paid parking,Bar,Restaurant"
Leela Guest House,3.6,varanasi,914.0,"3-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
Villa Benares,4.2,varanasi,2910.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Uday Palace Varanasi,4.1,varanasi,2922.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Radiance Courtyard,4.4,varanasi,3941.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Hotel Four Element,4.4,varanasi,3566.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0"
"The Fern Residency, Noida",4.1,noida,5278.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0"
Treebo Trend Noida Grand,4.0,noida,2371.0,"Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Business center,0"
Noida Suites,3.7,noida,2036.0,"Sleeps 5,2 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi"
Radisson Noida,4.3,noida,3584.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
"The Fern Residency, Noida",4.1,noida,4677.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0"
Regenta Central Noida,3.8,noida,4255.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle"
Taj Studios Private Luxury Studio Apartment Central Noida,2.9,noida,2081.0,"Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi"
Hotel White Castle,3.9,noida,800.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,noida,7196.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hyphen Business Hotels,3.8,noida,2487.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Park Ascent,4.2,noida,6215.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Mosaic Hotel Noida,4.1,noida,6946.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
The Taj Studios .Com,4.0,noida,2535.0,"0,0,0,0,0,0,0,0,0"
Shacon Suites,4.6,noida,2785.0,"Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0"
The G8,4.0,noida,4616.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Noida International,3.6,noida,1288.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel The Emporio A Corporate Suites,4.9,noida,3347.0,"0,0,0,0,0,0,0,0,0"
Hotel Malhar Haveli,4.2,noida,3239.0,"3-star hotel,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry"
Ahuja Residency Noida,4.3,noida,3351.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
The Amaya Inn,4.0,noida,2427.0,"Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
Treebo Trend House Inn - Hotel in Noida,3.7,noida,2378.0,"3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Business center"
Hotel Tri Sea,4.1,kanyakumari,2215.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service"
Hotel Ocean Heritage,4.0,kanyakumari,2800.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Sea Land,4.4,kanyakumari,1738.0,"Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0"
The Gopinivas Grand,4.5,kanyakumari,2240.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Beach access,Restaurant,Room service,Full-service laundry"
Sparsa Kanyakumari,3.8,kanyakumari,2192.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
New Cape Hotel,3.9,kanyakumari,1177.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible"
Arunachala Inn,4.5,kanyakumari,2015.0,"Free Wi-Fi,Free parking,Air conditioning,Breakfast,Beach access,Airport shuttle,0,0,0"
Hotel Melody Park,4.0,kanyakumari,1016.0,"2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
Hotel Sivamurugan Kanyakumari,4.0,kanyakumari,1357.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Sea View,4.0,kanyakumari,4845.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service"
Hotel Sky Ark,4.0,kanyakumari,743.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle"
KKM Kanyakumari,4.4,kanyakumari,1179.0,"Free parking,Air conditioning,Breakfast,Wi-Fi,Room service,Smoke-free,0,0,0"
Hotel Samudra,3.9,kanyakumari,2019.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle"
Hotel Sunview,3.9,kanyakumari,1773.0,"Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0"
The Coral - Kanyakumari,4.4,kanyakumari,3495.0,"0,0,0,0,0,0,0,0,0"
Hotel Sun Park,3.9,kanyakumari,1769.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Ocean Heritage,4.0,kanyakumari,2335.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry"
"TTDC Hotel Tamil Nadu, Kanyakumari",4.5,kanyakumari,2730.0,"0,0,0,0,0,0,0,0,0"
Hotel Singaar International,3.5,kanyakumari,2350.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Hotel Tri Sea,4.1,kanyakumari,1756.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service"
Rehoboth Home Stay - Deluxe Double or Twin Room,4.0,kanyakumari,1427.0,"House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib"
Hotel Sea Land,4.4,kanyakumari,1792.0,"Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0"
Hotel Samudra,3.9,kanyakumari,2019.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle"
Zostel Srinagar,4.5,kashmir,2690.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0"
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,kashmir,8991.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Floating Heaven Group Of House Boats,4.3,kashmir,5306.0,"Sleeps 4,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center"
Naaz Kashmir (A Luxury Houseboat),3.3,kashmir,11968.0,"Sleeps 8,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center"
Taj Palace Group Of House Boats,2.6,kashmir,1390.0,"Sleeps 5,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center"
Colonels Retreat,4.8,kashmir,2100.0,"Sleeps 4,2 bedrooms,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,No elevator"
Zostel Srinagar,4.5,kashmir,1853.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0"
Taj Palace Group of House Boats,3.5,kashmir,1359.0,"Sleeps 10,Kitchen,Cable TV,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center"
"Vivanta Dal View, Srinagar",4.5,kashmir,28656.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
The Khyber Himalayan Resort & Spa,4.6,kashmir,53089.0,"5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Jamal Resorts,4.0,kashmir,4215.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle"
Hotel Village Walk,4.4,kashmir,9010.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Hotel Lidder Spring Resorts,4.4,kashmir,6850.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle"
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,13794.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Hotel New Green View Srinagar (Ghulam),3.8,kashmir,723.0,"0,0,0,0,0,0,0,0,0"
Hotel Taj Residency,3.8,kashmir,2290.0,"Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
Hotel Himalayan Resort,4.1,kashmir,3920.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen"
Taj Palace Houseboat || Kashmir Glory Travels,4.1,kashmir,2097.0,"Free breakfast,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0"
Royal Hillton Pahalgam,4.3,kashmir,24156.0,"Free breakfast,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,kashmir,26296.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant"
Hotel Heevan,4.2,kashmir,64900.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
The LaLiT Grand Palace Srinagar,4.3,kashmir,25370.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
"Radisson Blu Hotel, Jammu",4.3,kashmir,6440.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,14172.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"Summit Namnang Courtyard & Spa, Gangtok",4.1,sikkim,4846.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle"
Denzong Regency,4.5,sikkim,10620.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant"
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,sikkim,4662.0,"Sleeps 6,2 bedrooms,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board"
The Barfung Retreat,4.2,sikkim,3077.0,"Sleeps 10,4 bedrooms,3 bathrooms,Airport shuttle,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator"
"Karma Casa, Gangtok",4.4,sikkim,3086.0,"Sleeps 7,2 bedrooms,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator"
The Whistling Thrush,4.8,sikkim,3180.0,"Sleeps 8,3 bedrooms,Fireplace,Kitchen,Paid parking,No air conditioning,No crib,No elevator,No fitness center"
Magpie Pachhu Village Resort,4.3,sikkim,4391.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,sikkim,9800.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Kaya Gantavya Resort & Spa | Pelling,4.6,sikkim,5643.0,"Free breakfast,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly"
Great Eastern Valley Residency,4.3,sikkim,769.0,"Kid-friendly,0,0,0,0,0,0,0,0"
"Udaan Hotels | Alpine Resort, Gangtok",4.6,sikkim,3360.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
"Vivanta Sikkim, Pakyong",4.4,sikkim,12980.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Spa,Restaurant,Room service"
Garden Retreat Hotel,4.1,sikkim,1050.0,"Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,0"
Central Hill Resort The Mall Road Gangtok,3.5,sikkim,1340.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
Superview Waterfall Homestay Rumtek,4.2,sikkim,560.0,"Kid-friendly,0,0,0,0,0,0,0,0"
Zemu Gangtok,4.7,sikkim,1098.0,"Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
Divine's The Elite Zong,4.5,sikkim,1290.0,"Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Accessible,Kid-friendly,0,0"
Hotel Alpha Omega,5.0,sikkim,930.0,"0,0,0,0,0,0,0,0,0"
Hotel Sonam Delek,4.3,sikkim,1248.0,"2-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Sikkim Tourist Center,4.3,sikkim,4914.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Sterling Gangtok - Orange Village,4.0,sikkim,9186.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
SS BeachResort,4.0,varkala,2160.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service"
Sajjoys Varkala,4.7,varkala,7018.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Beach access,Restaurant"
Clafouti Beach Resort,4.1,varkala,4556.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle"
Zostel Varkala,4.6,varkala,1790.0,"Breakfast,Free Wi-Fi,Air conditioning,Paid parking,Beach access,Restaurant,Full-service laundry,Smoke-free,0"
Garden Bay Resort,4.5,varkala,1997.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Beach access,Room service,Kitchen,Airport shuttle"
"The Lost Hostels, Varkala - Helipad",4.5,varkala,1113.0,"Breakfast,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0"
SANDRA Eco Beach Resort,4.7,varkala,2800.0,"0,0,0,0,0,0,0,0,0"
Nebo hotel,4.2,varkala,3830.0,"Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0"
"Elixir Cliff Beach Resort and Spa,Varkala",4.5,varkala,8048.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Beach access,Restaurant,Room service,Kitchen"
Kerala Bamboo House,4.1,varkala,1043.0,"2-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Beach access,Room service,Full-service laundry"
Green Bay resort,4.4,varkala,1792.0,"0,0,0,0,0,0,0,0,0"
Sunview Beach Resort & Spa by Citrine,4.0,varkala,5067.0,"2-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service"
Tropical Temple,4.8,varkala,1814.0,"0,0,0,0,0,0,0,0,0"
Sand Castle Varkala,4.5,varkala,2018.0,"0,0,0,0,0,0,0,0,0"
"Soul, Varkala - Black Beach",4.3,varkala,1120.0,"0,0,0,0,0,0,0,0,0"
Paradise Inn Beach Resort,4.6,varkala,1442.0,"0,0,0,0,0,0,0,0,0"
Rachanas Black Beach Resort,3.8,varkala,1999.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Beach access,Restaurant"
Hindustan Beach Retreat,4.0,varkala,6071.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access"
Mango Villa - Double or Twin Room with Garden View,4.7,varkala,2768.0,"House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Airport shuttle,Balcony,Crib"
THE VILLAGE,3.0,varkala,2576.0,"Sleeps 24,7 bedrooms,Air conditioning,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,No elevator"
Clafouti Beach Resort,4.1,varkala,4556.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle"
"The Lost Hostels, Varkala - Helipad",4.5,varkala,1304.0,"Breakfast,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0"
